Valeurs,Unite_temps,Titre,Ordonnees,Indicateur,SourceGraphique,Sous_indicateur,Nomenclature,Declinaison,Statistique,Zone_geographique,longitude,latitude,Unite_de_compte
1282,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,31-Haute-Garonne,0.92163,43.396443,Infractions
36,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,32-Gers,0.3368878,43.6417281,Infractions
1347,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,33-Gironde,-1.1494302392957183,45.356755,Infractions
1295,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,34-Hérault,3.906147427899628,43.8616782,Infractions
646,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,35-Ille-et-Vilaine,-1.529075,48.087414,Infractions
56,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,36-Inner,0.1937375514877479,47.23169625,Infractions
348,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,37-Indre-et-Loire,0.6796566821692535,47.36630985,Infractions
857,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,38-Isere,5.672171563886828,45.2348486,Infractions
50,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,39-Jura,6.228599596091794,46.19573865,Infractions
118,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,40-Landes,0.0576943,43.9896575,Infractions
100,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,41-Loir-et-Cher,1.657261,47.652746,Infractions
576,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,42-Loire,0.162643,45.645921,Infractions
41,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,43-Haute-Loire,3.6939736,44.8380472,Infractions
989,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,44-Loire-Atlantique,-1.3654938,47.2673196,Infractions
272,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,45-Loiret,1.7845931840845934,47.8699165,Infractions
27,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,46-Lot,1.7844178,50.8851739,Infractions
104,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,47-Lot-et-Garonne,0.9806158,44.4325209,Infractions
1,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,48-Lozere,2.2365314,48.7072527,Infractions
191,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,49-Maine-et-Loire,-0.5421630853658539,47.453155,Infractions
78,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,50-Manche,-0.4066415121951329,49.3338765,Infractions
365,2023,Violent unarmed robberies recorded by security services,Number of violations,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Name,51-Marne,3.9941791,49.2586063,Infractions
